task_id,record_type,strategy,alpha,one_minus_alpha,alpha_start,alpha_end,schedule,graph_family,n,p,graph_seed,init_id,init_seed,device_seed,initial_parameters,final_parameters,final_cvar_loss,final_mean_ratio,tail_mean_ratio,peak_mean_ratio,best_ratio_so_far,final_optimal_mass,num_init_points,graph_count,mean_peak_ratio,sem_peak_ratio,mean_tail_ratio,sem_tail_ratio,mean_final_ratio,sem_final_ratio,mean_final_cvar_loss,sem_final_cvar_loss,mean_optimal_mass,method,parameter_name,fit_model,fit_formula,a0,a1,a2,a3,weighted_sse,peak_value,tail_value,experiment,shots,steps,number_of_initializations,alpha_grid,optimizer,paired_initial_parameters,paired_device_seeds,identical_optimizer_settings,initialization_base_seed,optimizer_tail_window,optimizer_learning_rate,optimizer_learning_rate_decay_power,optimizer_learning_rate_decay_offset,optimizer_momentum,optimizer_gradient_clip,optimizer_simulator,parameter_mapping,b0,b1,alpha_gamma_relation,peak_parameter,left_curvature,right_curvature,baseline_value
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|3|1|4,restart,fixed,1.0,0.0,1.0,1.0,constant,erdos_renyi,8.0,2.0,3.0,4.0,20260730.0,760604.0,"[3.0741951881358056, 2.9261393128026922, 2.13612737908406, 0.2423724789360562]","[2.884521010702564, 2.6677761768613517, 2.0561857177833347, 0.30151727859315147]",1.3704,0.8477333333333333,0.8480244444444445,0.8538666666666668,1.0,0.2408,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|0.1|0,restart,fixed,0.1,0.9,0.1,0.1,constant,erdos_renyi,8.0,2.0,4.0,0.0,20260726.0,770000.0,"[2.226844302927403, 2.7300075029351913, 1.8397074133679914, 2.174662247612199]","[2.070341298159103, 2.6795968980526093, 2.0766160406260123, 2.150413990235725]",0.0,0.7588,0.759154,0.7662800000000001,1.0,0.1109999999999999,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|0.1|1,restart,fixed,0.1,0.9,0.1,0.1,constant,erdos_renyi,8.0,2.0,4.0,1.0,20260727.0,770001.0,"[0.4756712476396966, 3.0965837239683074, 2.646028416497059, 1.5012931115137529]","[0.24822772778786992, 3.306671135721707, 2.6892210878514473, 1.5276248771310403]",0.0,0.8290400000000002,0.825064,0.8290400000000002,1.0,0.2262,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|0.1|2,restart,fixed,0.1,0.9,0.1,0.1,constant,erdos_renyi,8.0,2.0,4.0,2.0,20260728.0,770002.0,"[1.9093349559311228, 0.014936831693126611, 0.4604455897891393, 2.9643566316254946]","[2.4504141412807576, 6.253114336071112, 0.4280340582350187, 3.0518734617635768]",0.0,0.72778,0.72891,0.74204,1.0,0.1611999999999999,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|0.1|3,restart,fixed,0.1,0.9,0.1,0.1,constant,erdos_renyi,8.0,2.0,4.0,3.0,20260729.0,770003.0,"[0.09601236448568767, 0.01368452041539864, 2.124727888032644, 0.7164215210760676]","[0.27023854354916976, 6.075525091452408, 2.223274699830535, 0.7416409598712849]",0.0,0.7759,0.767502,0.89756,1.0,0.1924,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|0.1|4,restart,fixed,0.1,0.9,0.1,0.1,constant,erdos_renyi,8.0,2.0,4.0,4.0,20260730.0,770004.0,"[3.0741951881358056, 2.9261393128026922, 2.13612737908406, 0.2423724789360562]","[2.9888616090504208, 2.78763693799513, 1.9135157149718247, 0.125212239232841]",0.0,0.8994800000000002,0.899498,0.90678,1.0,0.3125999999999999,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|0.2|0,restart,fixed,0.2,0.8,0.2,0.2,constant,erdos_renyi,8.0,2.0,4.0,0.0,20260726.0,770100.0,"[2.226844302927403, 2.7300075029351913, 1.8397074133679914, 2.174662247612199]","[2.9976763885734625, 2.7968704876205432, 1.9132065617715457, 1.6945875768311753]",0.0,0.89498,0.8967680000000001,0.91906,1.0,0.2912,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|0.2|1,restart,fixed,0.2,0.8,0.2,0.2,constant,erdos_renyi,8.0,2.0,4.0,1.0,20260727.0,770101.0,"[0.4756712476396966, 3.0965837239683074, 2.646028416497059, 1.5012931115137529]","[0.2509666203571848, 2.9453417090493317, 2.6171470653076128, 1.7998113783279834]",0.0,0.8614,0.8532379999999999,0.8614,1.0,0.3312,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|0.2|2,restart,fixed,0.2,0.8,0.2,0.2,constant,erdos_renyi,8.0,2.0,4.0,2.0,20260728.0,770102.0,"[1.9093349559311228, 0.014936831693126611, 0.4604455897891393, 2.9643566316254946]","[2.86800073954924, 0.2224256991371614, 0.498077232386, 2.914181635811441]",0.0,0.84718,0.8458200000000001,0.8502600000000001,1.0,0.3289999999999999,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|0.2|3,restart,fixed,0.2,0.8,0.2,0.2,constant,erdos_renyi,8.0,2.0,4.0,3.0,20260729.0,770103.0,"[0.09601236448568767, 0.01368452041539864, 2.124727888032644, 0.7164215210760676]","[0.2582374211640239, 6.213624773163173, 1.8813048236602818, 0.9319956789418203]",0.0,0.8818000000000001,0.889964,0.90754,1.0,0.242,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|0.2|4,restart,fixed,0.2,0.8,0.2,0.2,constant,erdos_renyi,8.0,2.0,4.0,4.0,20260730.0,770104.0,"[3.0741951881358056, 2.9261393128026922, 2.13612737908406, 0.2423724789360562]","[3.0063595331185753, 2.810200939760496, 1.931989050779027, 0.12758710053761912]",0.0,0.89476,0.897988,0.90252,1.0,0.2824,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|0.35|0,restart,fixed,0.35,0.65,0.35,0.35,constant,erdos_renyi,8.0,2.0,4.0,0.0,20260726.0,770200.0,"[2.226844302927403, 2.7300075029351913, 1.8397074133679914, 2.174662247612199]","[2.0994279431466367, 2.5879015040912727, 1.968226695318585, 2.59396391144751]",0.6868571428571427,0.7626999999999999,0.7649579999999999,0.7721,1.0,0.13,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|0.35|1,restart,fixed,0.35,0.65,0.35,0.35,constant,erdos_renyi,8.0,2.0,4.0,1.0,20260727.0,770201.0,"[0.4756712476396966, 3.0965837239683074, 2.646028416497059, 1.5012931115137529]","[0.30966629804855444, 3.0446316560523337, 2.3648054218463557, 2.020807767039433]",0.0,0.88124,0.857352,0.8949400000000001,1.0,0.3688,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|0.35|2,restart,fixed,0.35,0.65,0.35,0.35,constant,erdos_renyi,8.0,2.0,4.0,2.0,20260728.0,770202.0,"[1.9093349559311228, 0.014936831693126611, 0.4604455897891393, 2.9643566316254946]","[2.8494711771739407, 0.10005073544004088, 0.7331460954543975, 2.726286398176139]",0.0,0.88354,0.8853059999999999,0.88986,1.0,0.3528,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|0.35|3,restart,fixed,0.35,0.65,0.35,0.35,constant,erdos_renyi,8.0,2.0,4.0,3.0,20260729.0,770203.0,"[0.09601236448568767, 0.01368452041539864, 2.124727888032644, 0.7164215210760676]","[0.34624208157121256, 6.160041402587467, 1.9427595039827672, 0.869942407469209]",0.0,0.90572,0.904788,0.91028,1.0,0.3736,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|0.35|4,restart,fixed,0.35,0.65,0.35,0.35,constant,erdos_renyi,8.0,2.0,4.0,4.0,20260730.0,770204.0,"[3.0741951881358056, 2.9261393128026922, 2.13612737908406, 0.2423724789360562]","[2.968466623452225, 2.7736628071576743, 1.964546401493963, 0.19933907051236935]",0.0,0.91462,0.912104,0.91926,1.0,0.4025999999999999,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|0.5|0,restart,fixed,0.5,0.5,0.5,0.5,constant,erdos_renyi,8.0,2.0,4.0,0.0,20260726.0,770300.0,"[2.226844302927403, 2.7300075029351913, 1.8397074133679914, 2.174662247612199]","[2.099577292788911, 2.576493261941614, 1.970627871349296, 2.595510305087301]",1.0728,0.76496,0.7658540000000001,0.7726200000000001,1.0,0.1284,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|0.5|1,restart,fixed,0.5,0.5,0.5,0.5,constant,erdos_renyi,8.0,2.0,4.0,1.0,20260727.0,770301.0,"[0.4756712476396966, 3.0965837239683074, 2.646028416497059, 1.5012931115137529]","[0.3891476108410967, 3.007502507593563, 2.083231060700194, 2.2944106177752785]",0.1488,0.8840600000000001,0.882714,0.8864799999999999,1.0,0.4256,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|0.5|2,restart,fixed,0.5,0.5,0.5,0.5,constant,erdos_renyi,8.0,2.0,4.0,2.0,20260728.0,770302.0,"[1.9093349559311228, 0.014936831693126611, 0.4604455897891393, 2.9643566316254946]","[2.7628700159330135, 0.12862087717823845, 1.023881501474678, 2.456656616245211]",0.168,0.8805,0.879528,0.8847400000000001,1.0,0.416,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|0.5|3,restart,fixed,0.5,0.5,0.5,0.5,constant,erdos_renyi,8.0,2.0,4.0,3.0,20260729.0,770303.0,"[0.09601236448568767, 0.01368452041539864, 2.124727888032644, 0.7164215210760676]","[0.38899834445909676, 6.146064489491395, 2.0751397583327384, 0.7386857532280959]",0.1564000000000001,0.8851800000000001,0.8808620000000001,0.8987,1.0,0.4218,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|0.5|4,restart,fixed,0.5,0.5,0.5,0.5,constant,erdos_renyi,8.0,2.0,4.0,4.0,20260730.0,770304.0,"[3.0741951881358056, 2.9261393128026922, 2.13612737908406, 0.2423724789360562]","[2.911135165691194, 2.620388239946232, 1.9905875288041714, 0.2494819409105841]",0.0,0.91434,0.9095859999999998,0.91434,1.0,0.5364,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|0.65|0,restart,fixed,0.65,0.35,0.65,0.65,constant,erdos_renyi,8.0,2.0,4.0,0.0,20260726.0,770400.0,"[2.226844302927403, 2.7300075029351913, 1.8397074133679914, 2.174662247612199]","[2.090437483545174, 2.668343035193163, 1.9034393993777363, 2.5475191673050843]",1.322769230769232,0.7714000000000001,0.769072,0.7765599999999999,1.0,0.1137999999999999,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|0.65|1,restart,fixed,0.65,0.35,0.65,0.65,constant,erdos_renyi,8.0,2.0,4.0,1.0,20260727.0,770401.0,"[0.4756712476396966, 3.0965837239683074, 2.646028416497059, 1.5012931115137529]","[0.370945308602459, 3.014882484339885, 2.141546228169013, 2.234350102516869]",0.3729230769230764,0.87966,0.881456,0.8873,1.0,0.4076000000000001,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|0.65|2,restart,fixed,0.65,0.35,0.65,0.65,constant,erdos_renyi,8.0,2.0,4.0,2.0,20260728.0,770402.0,"[1.9093349559311228, 0.014936831693126611, 0.4604455897891393, 2.9643566316254946]","[2.7913503877784254, 0.12042184169526478, 0.9309024121455828, 2.549686780714906]",0.3673846153846152,0.8824400000000001,0.8796200000000001,0.8871800000000001,1.0,0.4112,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|0.65|3,restart,fixed,0.65,0.35,0.65,0.65,constant,erdos_renyi,8.0,2.0,4.0,3.0,20260729.0,770403.0,"[0.09601236448568767, 0.01368452041539864, 2.124727888032644, 0.7164215210760676]","[0.3968366642023263, 6.1414279171387465, 2.074240928341909, 0.739866221964666]",0.3452307692307696,0.88142,0.8846999999999999,0.89916,1.0,0.4256,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|0.65|4,restart,fixed,0.65,0.35,0.65,0.65,constant,erdos_renyi,8.0,2.0,4.0,4.0,20260730.0,770404.0,"[3.0741951881358056, 2.9261393128026922, 2.13612737908406, 0.2423724789360562]","[2.872122030442947, 2.595562961574872, 1.9803806990736172, 0.2689038840012202]",0.2012307692307692,0.8938600000000001,0.897934,0.90342,1.0,0.5192,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|0.8|0,restart,fixed,0.8,0.1999999999999999,0.8,0.8,constant,erdos_renyi,8.0,2.0,4.0,0.0,20260726.0,770500.0,"[2.226844302927403, 2.7300075029351913, 1.8397074133679914, 2.174662247612199]","[2.0676538947305425, 2.686427572293252, 1.9143822810563613, 2.4963493408597226]",1.6652500000000008,0.7657999999999999,0.769728,0.7764,1.0,0.1038,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|0.8|1,restart,fixed,0.8,0.1999999999999999,0.8,0.8,constant,erdos_renyi,8.0,2.0,4.0,1.0,20260727.0,770501.0,"[0.4756712476396966, 3.0965837239683074, 2.646028416497059, 1.5012931115137529]","[0.379827107911415, 3.0097744350877913, 2.061978815775584, 2.3226956841084427]",0.4825,0.8865000000000001,0.8904400000000001,0.8995799999999999,1.0,0.414,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|0.8|2,restart,fixed,0.8,0.1999999999999999,0.8,0.8,constant,erdos_renyi,8.0,2.0,4.0,2.0,20260728.0,770502.0,"[1.9093349559311228, 0.014936831693126611, 0.4604455897891393, 2.9643566316254946]","[2.7610789647947622, 0.1349798594348685, 1.0535515490029828, 2.4188528880621845]",0.4992499999999995,0.8844200000000001,0.888158,0.8977800000000002,1.0,0.4048,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|0.8|3,restart,fixed,0.8,0.1999999999999999,0.8,0.8,constant,erdos_renyi,8.0,2.0,4.0,3.0,20260729.0,770503.0,"[0.09601236448568767, 0.01368452041539864, 2.124727888032644, 0.7164215210760676]","[0.3869054623398055, 6.1512758514723584, 2.051535222612252, 0.7613515594842584]",0.4862499999999999,0.8894,0.889288,0.9018999999999998,1.0,0.411,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|0.8|4,restart,fixed,0.8,0.1999999999999999,0.8,0.8,constant,erdos_renyi,8.0,2.0,4.0,4.0,20260730.0,770504.0,"[3.0741951881358056, 2.9261393128026922, 2.13612737908406, 0.2423724789360562]","[2.8739793337896464, 2.609264043373909, 1.9799708809794574, 0.2730323554673155]",0.3825,0.8927400000000002,0.899716,0.9103,1.0,0.5028,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|1|0,restart,fixed,1.0,0.0,1.0,1.0,constant,erdos_renyi,8.0,2.0,4.0,0.0,20260726.0,770600.0,"[2.226844302927403, 2.7300075029351913, 1.8397074133679914, 2.174662247612199]","[1.8918946843460673, 2.897747663642925, 1.9161759259752207, 2.3786177100318238]",2.231999999999998,0.7768,0.77767,0.78144,1.0,0.0684,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|1|1,restart,fixed,1.0,0.0,1.0,1.0,constant,erdos_renyi,8.0,2.0,4.0,1.0,20260727.0,770601.0,"[0.4756712476396966, 3.0965837239683074, 2.646028416497059, 1.5012931115137529]","[0.31796994927785227, 3.054121171618422, 2.026920527924537, 2.343912239282281]",0.9289999999999994,0.9071,0.906956,0.90922,1.0,0.3688,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|4|1|2,restart,fixed,1.0,0.0,1.0,1.0,constant,erdos_renyi,8.0,2.0,4.0,2.0,20260728.0,770602.0,"[1.9093349559311228, 0.014936831693126611, 0.4604455897891393, 2.9643566316254946]","[2.1390186051905116, 0.03171805393254296, 0.5464936595982576, 2.971946728035218]",2.6710000000000003,0.7329,0.73689,0.7414,1.0,0.1004,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
